Evaluador,TipoAudifono,MarcaReferencia,Marca,Referencia,MAE,RMSE,Affinity,Segmento
Rtings,over-ear,Audeze LCD-1,Audeze,LCD-1,2.910935251798561,4.156874621480065,58.43125378519935,Buen tono – Musical equilibrado
oratory1990,over-ear,Audeze LCD-2 (pre-2017),Audeze,LCD-2,2.8328776978417265,4.093799083400625,59.06200916599375,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Audeze LCD-2 Classic,Audeze,LCD-2 Classic,3.9739999999999998,5.367835878115918,46.32164121884082,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Audeze LCD-3 (serial number 2312454),Audeze,LCD-3,2.909021582733813,4.050937061858242,59.49062938141758,Buen tono – Musical equilibrado
HypetheSonics,over-ear,Audeze LCD-4,Audeze,LCD-4,4.530287769784173,5.394619475048777,46.05380524951223,Buen tono – Musical equilibrado
oratory1990,over-ear,Audeze LCD-R,Audeze,LCD-R,2.896115107913669,4.216969760009494,57.83030239990506,Buen tono – Musical equilibrado
oratory1990,over-ear,Audeze LCD-X (Dekoni sheepskin Earpads),Audeze,LCD-X,2.732906474820144,3.9102612288308616,60.89738771169139,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Audeze LCD-XC (sample 1),Audeze,LCD-XC,3.1045467625899277,4.164349241396133,58.356507586038674,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Audeze SINE,Audeze,SINE,2.48158273381295,3.270593328346473,67.29406671653527,Estilo Harman – Usuario general
Rtings,over-ear,Audio-Technica ATH-ANC7B,Audio-Technica,ATH-ANC7b,4.217784172661871,5.595419221022926,44.04580778977074,Personalizado – Firma no neutra
oratory1990,over-ear,Audio-Technica ATH-M40x,Audio-Technica,ATH-M40x,2.38936690647482,3.1612116564207855,68.38788343579215,Estilo Harman – Usuario general
oratory1990,over-ear,Audio-Technica ATH-M50x,Audio-Technica,ATH-M50x,1.879525179856115,2.650572111447944,73.49427888552056,Estilo Harman – Usuario general
oratory1990,over-ear,Audio-Technica ATH-M70x,Audio-Technica,ATH-M70x,1.9350503597122302,2.3393652831607024,76.60634716839297,Estilo Harman – Usuario general
Innerfidelity,over-ear,Audio-Technica ATH-MSR7NC (ANC on),Audio-Technica,ATH-MSR7NC,3.3551223021582732,4.22296031392075,57.770396860792495,Buen tono – Musical equilibrado
Rtings,over-ear,Audio-Technica ATH-R70x,Audio-Technica,ATH-R70x,2.5338992805755396,3.584328238437896,64.15671761562103,Estilo Harman – Usuario general
Harpo,in-ear,Beats Powerbeats Pro,Beats,Powerbeats Pro,1.7561294964028777,3.172333571327231,68.2766642867277,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beats Solo,Beats,Solo,4.899323741007194,6.724597872494875,32.75402127505126,Personalizado – Firma no neutra
Innerfidelity,over-ear,"Beats Solo3 (2016, wireless)",Beats,Solo3,3.585841726618705,4.529698927533785,54.70301072466215,Buen tono – Musical equilibrado
Rtings,in-ear,Beats Studio Buds,Beats,Studio Buds,2.9948201438848923,3.539255906839843,64.60744093160157,Estilo Harman – Usuario general
Rtings,over-ear,Beats Studio3 Wireless,Beats,Studio3 Wireless,2.57831654676259,3.267349639855635,67.32650360144365,Estilo Harman – Usuario general
Rtings,over-ear,Beyerdynamic Amiron Wireless,Beyerdynamic,Amiron Wireless,3.057179856115108,4.04147480026179,59.5852519973821,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Beyerdynamic Custom One Pro (step 4),Beyerdynamic,Custom One Pro,3.1280575539568347,4.763662094099726,52.36337905900274,Buen tono – Musical equilibrado
oratory1990,over-ear,Beyerdynamic DT 1770 (velour earpads),Beyerdynamic,DT 1770,1.8269496402877698,2.8573254335293212,71.42674566470679,Estilo Harman – Usuario general
oratory1990,over-ear,Beyerdynamic DT 1990 (balanced earpads),Beyerdynamic,DT 1990,2.7776690647482014,3.8160997830188923,61.839002169811074,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beyerdynamic DT 250 (250 Ohm),Beyerdynamic,DT 250,3.4719856115107914,4.499845960592957,55.00154039407043,Buen tono – Musical equilibrado
oratory1990,over-ear,Beyerdynamic DT 700 Pro X,Beyerdynamic,DT 700 Pro X,2.3784892086330935,3.3520943093822417,66.47905690617759,Estilo Harman – Usuario general
oratory1990,over-ear,Beyerdynamic DT 770 Pro,Beyerdynamic,DT 770 Pro,2.577640287769784,3.3788777669558834,66.21122233044116,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beyerdynamic DT 880 (250 Ohm),Beyerdynamic,DT 880,2.751093525179856,4.093292056049154,59.06707943950846,Buen tono – Musical equilibrado
oratory1990,over-ear,Beyerdynamic DT 900 Pro X,Beyerdynamic,DT 900 Pro X,2.312115107913669,3.1243009462722533,68.75699053727746,Estilo Harman – Usuario general
oratory1990,over-ear,Beyerdynamic DT 990 (worn earpads),Beyerdynamic,DT 990,2.6425323741007194,3.8001702347328656,61.99829765267134,Estilo Harman – Usuario general
Rtings,over-ear,Beyerdynamic DT 990 Pro,Beyerdynamic,DT 990 Pro,2.8022446043165465,3.968793412496944,60.31206587503056,Buen tono – Musical equilibrado
oratory1990,over-ear,Beyerdynamic MMX 300 (Dekoni Choice leather earpads),Beyerdynamic,MMX 300,2.4160575539568345,3.639559068874599,63.60440931125401,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beyerdynamic T1,Beyerdynamic,T1,2.4455971223021584,3.412343674444001,65.87656325555999,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beyerdynamic T50p (sample A),Beyerdynamic,T50p,4.908935251798561,6.521901375669279,34.78098624330721,Personalizado – Firma no neutra
Innerfidelity,over-ear,Beyerdynamic T5p,Beyerdynamic,T5p,2.431467625899281,3.277748591234253,67.22251408765747,Estilo Harman – Usuario general
Innerfidelity,over-ear,Beyerdynamic T70 (sample 1),Beyerdynamic,T70,2.7442158273381296,3.9921264054899455,60.07873594510055,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Bose QuietComfort 20,Bose,QuietComfort 20,3.108273381294964,5.052425658628856,49.47574341371144,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Bose QuietComfort 25,Bose,QuietComfort 25,2.177179856115108,3.2594538095654384,67.40546190434561,Estilo Harman – Usuario general
Innerfidelity,over-ear,Bose QuietComfort 35 (wireless),Bose,QuietComfort 35,1.5974388489208633,2.2458900592578837,77.54109940742117,Estilo Harman – Usuario general
oratory1990,over-ear,Bose QuietComfort 45,Bose,QuietComfort 45,2.9558561151079137,3.9403494348934016,60.59650565106598,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Denon AH-D2000 (JMoney earpads),Denon,AH-D2000,2.94505035971223,3.8355392443519634,61.644607556480366,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Denon AH-D5000,Denon,AH-D5000,2.1900143884892085,3.1057019271706765,68.94298072829324,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Denon AH-D7000,Denon,AH-D7000,2.57768345323741,3.424342797840529,65.7565720215947,Estilo Harman – Usuario general
RikudouGoku,in-ear,DUNU EST 112,DUNU,EST 112,1.8442158273381295,2.607343723977341,73.92656276022659,Estilo Harman – Usuario general
Hi End Portable,in-ear,DUNU Falcon Pro (Transparency filter),DUNU,Falcon Pro,2.5824460431654677,3.2497174199232335,67.50282580076767,Estilo Harman – Usuario general
freeryder05,in-ear,DUNU Falcon Ultra (gold nozzle),DUNU,Falcon Ultra,1.8683021582733814,2.3440632802615426,76.55936719738457,Estilo Harman – Usuario general
Kazi,in-ear,DUNU Kima,DUNU,Kima,1.688431654676259,2.3681341348360188,76.31865865163981,Estilo Harman – Usuario general
Jaytiss,in-ear,DUNU SA6 MK2,DUNU,SA6 MK2,2.4709496402877695,3.8352192774957237,61.64780722504276,Buen tono – Musical equilibrado
Super Review,in-ear,DUNU SA6 Ultra (atmospheric immersion mode),DUNU,SA6 Ultra,2.172359712230216,3.3921169511194544,66.07883048880547,Estilo Harman – Usuario general
Super Review,in-ear,DUNU Talos (BA off),DUNU,Talos,2.2285755395683453,3.343244966566886,66.56755033433114,Estilo Harman – Usuario general
Hi End Portable,in-ear,DUNU Titan S,DUNU,Titan S,1.8390935251798561,2.7030223159063578,72.96977684093642,Estilo Harman – Usuario general
Super Review,in-ear,DUNU Vulkan,DUNU,Vulkan,2.3165035971223022,3.140853868231175,68.59146131768824,Estilo Harman – Usuario general
Super Review,in-ear,DUNU Zen,DUNU,Zen,3.2110071942446043,6.128505785708914,38.714942142910864,Personalizado – Firma no neutra
Super Review,in-ear,FiiO FD3 (stock nozzle),FiiO,FD3,3.1021007194244605,3.8621554350280296,61.3784456497197,Buen tono – Musical equilibrado
RikudouGoku,in-ear,FiiO FD5 (narrow nozzle),FiiO,FD5,2.632,3.178384051661491,68.2161594833851,Estilo Harman – Usuario general
Kazi,in-ear,FiiO FD7,FiiO,FD7,2.424820143884892,3.250296389362828,67.49703610637172,Estilo Harman – Usuario general
kr0mka,earbud,FiiO FF1,FiiO,FF1,,,,
Super Review,in-ear,FiiO FH15 (treble nozzle),FiiO,FH15,3.569841726618705,4.731063852861861,52.68936147138139,Buen tono – Musical equilibrado
Harpo,in-ear,FiiO FH5,FiiO,FH5,2.041841726618705,3.3441127050643287,66.55887294935671,Estilo Harman – Usuario general
RikudouGoku,in-ear,FiiO FH5s (off-off-off),FiiO,FH5s,1.597496402877698,2.32332774239046,76.76672257609539,Estilo Harman – Usuario general
Super Review,in-ear,FiiO FH7s (balanced nozzle),FiiO,FH7s,3.2151223021582735,4.084337710372895,59.156622896271045,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,FiiO FT3 (suede earpads),FiiO,FT3,2.2211366906474823,2.8487466637026246,71.51253336297376,Estilo Harman – Usuario general
Super Review,over-ear,FiiO FT5 (pleather earpads),FiiO,FT5,3.203812949640288,4.081319771732753,59.186802282672474,Buen tono – Musical equilibrado
Super Review,in-ear,Final Audio E1000 (Final Audio Type E eartips),Final Audio,E1000,3.889985611510791,4.697251882941616,53.02748117058384,Buen tono – Musical equilibrado
Kazi,in-ear,Final Audio E3000,Final Audio,E3000,3.2412949640287767,3.9667942949461428,60.33205705053857,Buen tono – Musical equilibrado
oratory1990,in-ear,Final Audio E500,Final Audio,E500,2.8340575539568347,3.6765071201231945,63.23492879876805,Estilo Harman – Usuario general
oratory1990,in-ear,Final Audio E5000,Final Audio,E5000,2.5971654676258993,3.0981936022660532,69.01806397733947,Estilo Harman – Usuario general
Kazi,in-ear,Final Audio VR3000,Final Audio,VR3000,2.4719424460431654,3.2016123635784997,67.983876364215,Estilo Harman – Usuario general
Innerfidelity,over-ear,Grado RS1e (yellow earpads),Grado,RS1e,4.802230215827338,6.857695409606295,31.42304590393705,Personalizado – Firma no neutra
Innerfidelity,over-ear,Grado SR225i (reverse bowl earpads),Grado,SR225i,2.96568345323741,4.782336489850779,52.17663510149221,Buen tono – Musical equilibrado
HypetheSonics,over-ear,Grado SR325e,Grado,SR325e,5.072589928057553,7.05337389547389,29.466261045261092,Personalizado – Firma no neutra
oratory1990,over-ear,Grado SR60e,Grado,SR60e,3.178431654676259,4.758366822781099,52.41633177218901,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,HIFIMAN Ananda,HIFIMAN,Ananda,3.0589784172661867,4.367294159245665,56.32705840754335,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN Edition X,HIFIMAN,Edition X,2.93736690647482,4.260633738789936,57.39366261210064,Buen tono – Musical equilibrado
oratory1990,over-ear,HIFIMAN Edition XS,HIFIMAN,Edition XS,2.3642014388489208,3.378236822482547,66.21763177517452,Estilo Harman – Usuario general
oratory1990,over-ear,HIFIMAN HE400i (2016),HIFIMAN,HE400i,3.234201438848921,4.891739667890889,51.08260332109111,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,HIFIMAN HE400se,HIFIMAN,HE400se,2.753136690647482,4.062650462072564,59.37349537927436,Buen tono – Musical equilibrado
Innerfidelity,over-ear,HIFIMAN HE6,HIFIMAN,HE6,2.816474820143885,3.6850546104521147,63.14945389547886,Estilo Harman – Usuario general
Rtings,over-ear,HIFIMAN Sundara (post-2020 earpads),HIFIMAN,Sundara,2.642143884892086,3.736864784450487,62.63135215549513,Estilo Harman – Usuario general
Auriculares Argentina,over-ear,HIFIMAN Sundara Closed-Back,HIFIMAN,Sundara Closed-Back,3.991251798561151,5.343672517213515,46.563274827864845,Buen tono – Musical equilibrado
Innerfidelity,over-ear,"JBL Everest Elite 700 (wired, active)",JBL,Everest Elite 700,2.68905035971223,4.405995441139054,55.94004558860946,Buen tono – Musical equilibrado
Filk,over-ear,JBL Tour One M2 (ANC on),JBL,Tour One M2,2.543640287769784,3.88616055830071,61.1383944169929,Buen tono – Musical equilibrado
Filk,over-ear,JBL Tune 720BT (wireless),JBL,Tune 720BT,4.048589928057554,5.431074128296387,45.68925871703613,Buen tono – Musical equilibrado
Filk,over-ear,JBL Tune 770NC (ANC on),JBL,Tune 770NC,3.018589928057554,3.9232132257103345,60.767867742896655,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Koss ESP950,Koss,ESP950,4.262920863309352,5.220229039325917,47.797709606740824,Buen tono – Musical equilibrado
oratory1990,over-ear,Koss ESP95X,Koss,ESP95X,5.338920863309353,6.411387385070321,35.886126149296786,Personalizado – Firma no neutra
oratory1990,over-ear,Koss KPH30i,Koss,KPH30i,3.70063309352518,5.652626205719137,43.473737942808626,Personalizado – Firma no neutra
Filk,over-ear,Koss KSC75 (Venture Electronics earpads),Koss,KSC75,4.40041726618705,6.767994006919468,32.320059930805314,Personalizado – Firma no neutra
Super Review,over-ear,Koss Porta Pro (Yaxi earpads),Koss,Porta Pro,3.3033669064748206,4.510497523962192,54.89502476037808,Buen tono – Musical equilibrado
Super Review,in-ear,KZ Castor (on-on-on-on),KZ,Castor,2.225107913669065,3.23015835859215,67.69841641407851,Estilo Harman – Usuario general
Super Review,in-ear,KZ D-FI (on-on-on-on),KZ,D-FI,1.6476546762589928,2.081831857977989,79.18168142022012,Estilo Harman – Usuario general
Rtings,in-ear,KZ ZS10,KZ,ZS10,3.088661870503597,3.7986578470360977,62.013421529639025,Estilo Harman – Usuario general
Super Review,in-ear,KZ ZS10 Pro,KZ,ZS10 Pro,3.2320287769784177,3.932315333857661,60.67684666142339,Buen tono – Musical equilibrado
Fahryst,in-ear,KZ ZVX,KZ,ZVX,1.7040143884892085,2.120759230141464,78.79240769858535,Estilo Harman – Usuario general
oratory1990,in-ear,Moondrop Aria,Moondrop,Aria,1.7401007194244602,2.6038717436836163,73.96128256316383,Estilo Harman – Usuario general
Harpo,in-ear,Moondrop Aria 2,Moondrop,Aria 2,1.7753812949640289,2.2555820764488095,77.44417923551191,Estilo Harman – Usuario general
Fahryst,in-ear,Moondrop Aria Snow Edition,Moondrop,Aria Snow Edition,1.8841294964028776,2.500237830413958,74.99762169586042,Estilo Harman – Usuario general
Rtings,in-ear,Moondrop Blessing 3,Moondrop,Blessing 3,1.7569208633093525,3.269101035871148,67.30898964128852,Estilo Harman – Usuario general
kr0mka,in-ear,Moondrop Chu,Moondrop,Chu,1.5266906474820143,2.3753832557107053,76.24616744289295,Estilo Harman – Usuario general
Kazi,in-ear,Moondrop Chu 2,Moondrop,Chu 2,2.0827194244604317,2.7150596002838547,72.84940399716146,Estilo Harman – Usuario general
Kazi,in-ear,Moondrop Crescent,Moondrop,Crescent,2.5979856115107913,3.2439842719770593,67.5601572802294,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Golden Ages (monitor eq),Moondrop,Golden Ages,3.4872374100719425,6.502804563743601,34.97195436256399,Personalizado – Firma no neutra
Super Review,over-ear,Moondrop Joker,Moondrop,Joker,4.4075251798561155,5.431595457011972,45.68404542988028,Buen tono – Musical equilibrado
RikudouGoku,in-ear,Moondrop Kato (silver nozzle),Moondrop,Kato,1.4939280575539569,2.1054396830573907,78.9456031694261,Estilo Harman – Usuario general
kr0mka,in-ear,Moondrop KXXS,Moondrop,KXXS,1.7176546762589928,2.736976775660253,72.63023224339747,Estilo Harman – Usuario general
kr0mka,over-ear,Moondrop Para (ZMF Auteur perforated lambskin earpads),Moondrop,Para,4.435021582733813,5.842510793665744,41.57489206334256,Personalizado – Firma no neutra
RikudouGoku,in-ear,Moondrop Quarks,Moondrop,Quarks,2.1702158273381293,2.8629131915665975,71.37086808433402,Estilo Harman – Usuario general
Bakkwatan,in-ear,Moondrop Quarks DSP,Moondrop,Quarks DSP,1.3856402877697842,1.8433505621460147,81.56649437853986,Estilo Harman – Usuario general
kr0mka,in-ear,Moondrop Space Travel (reference mode),Moondrop,Space Travel,1.7547625899280574,2.756257132651989,72.43742867348011,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop SSR,Moondrop,SSR,3.25263309352518,4.292716501707139,57.072834982928605,Buen tono – Musical equilibrado
Kazi,in-ear,Moondrop Starfield 2 (tuning mesh 500),Moondrop,Starfield 2,1.853956834532374,2.4730737580892406,75.26926241910759,Estilo Harman – Usuario general
Harpo,in-ear,Moondrop Variations,Moondrop,Variations,1.4444460431654675,2.4092332282702396,75.90766771729761,Estilo Harman – Usuario general
kr0mka,over-ear,Moondrop Venus,Moondrop,Venus,2.817179856115108,4.349327277842422,56.50672722157579,Buen tono – Musical equilibrado
Super Review,over-ear,Moondrop Void,Moondrop,Void,2.7203453237410073,3.5668072497451457,64.33192750254855,Estilo Harman – Usuario general
Bakkwatan,in-ear,Moondrop x Crinacle Blessing2 Dusk,Moondrop,x Crinacle Blessing2 Dusk,1.4743884892086332,2.24415397207048,77.5584602792952,Estilo Harman – Usuario general
Rtings,over-ear,Philips Fidelio X2HR,Philips,Fidelio X2HR,2.2563021582733813,3.2712089816211454,67.28791018378854,Estilo Harman – Usuario general
oratory1990,over-ear,Philips SHP9500,Philips,SHP9500,3.0351510791366905,4.7110476770913,52.889523229087,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Opus 2020,Razer,Opus 2020,2.314676258992806,3.01770940813433,69.8229059186567,Estilo Harman – Usuario general
RikudouGoku,in-ear,Sennheiser CX 400BT,Sennheiser,CX 400BT,3.5826043165467625,4.6514592898551586,53.485407101448416,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 201,Sennheiser,HD 201,7.062906474820144,9.823913050607649,1.760869493923508,Alternativo
Innerfidelity,over-ear,Sennheiser HD 280 Pro,Sennheiser,HD 280 Pro,3.946920863309353,5.092042925101784,49.079570748982164,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 4,Sennheiser,HD 4,3.34031654676259,4.835525460052935,51.64474539947065,Buen tono – Musical equilibrado
Super Review,over-ear,Sennheiser HD 490 Pro (producing earpads),Sennheiser,HD 490 Pro,1.8573381294964026,3.159927442022826,68.40072557977174,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Sennheiser HD 518,Sennheiser,HD 518,3.2007050359712226,4.730222636097625,52.69777363902375,Buen tono – Musical equilibrado
Super Review,over-ear,Sennheiser HD 560S,Sennheiser,HD 560S,3.3833093525179856,4.739938529789923,52.60061470210077,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,Sennheiser HD 580 precision,Sennheiser,HD 580 precision,3.238561151079137,4.668169052439969,53.318309475600316,Buen tono – Musical equilibrado
Super Review,over-ear,Sennheiser HD 58X,Sennheiser,HD 58X,3.0085755395683456,4.570515044257504,54.29484955742496,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser HD 598,Sennheiser,HD 598,2.6021007194244605,4.014523059553084,59.85476940446916,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 600,Sennheiser,HD 600,2.6832374100719423,4.102655378054455,58.973446219455454,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 650,Sennheiser,HD 650,2.412906474820144,3.4173703340434147,65.82629665956586,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 660 S,Sennheiser,HD 660 S,2.941179856115108,4.4513052648803,55.486947351196996,Buen tono – Musical equilibrado
Kuulokenurkka,over-ear,Sennheiser HD 660S2,Sennheiser,HD 660S2,2.87768345323741,4.189992685558767,58.10007314441233,Buen tono – Musical equilibrado
Auriculares Argentina,over-ear,Sennheiser HD 6XX,Sennheiser,HD 6XX,3.290460431654676,5.166761631369854,48.332383686301455,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 700,Sennheiser,HD 700,3.09136690647482,4.253528437974979,57.46471562025021,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 800 (sample 1),Sennheiser,HD 800,3.0924604316546764,4.333844854516782,56.66155145483218,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 800 S,Sennheiser,HD 800 S,2.78336690647482,3.8409106009648695,61.590893990351304,Buen tono – Musical equilibrado
HypetheSonics,over-ear,Sennheiser HD 820,Sennheiser,HD 820,3.310575539568345,4.208343562444533,57.91656437555467,Buen tono – Musical equilibrado
Bakkwatan,in-ear,Sennheiser IE 200,Sennheiser,IE 200,1.9266474820143884,3.0697618776725193,69.3023812232748,Estilo Harman – Usuario general
Super Review,in-ear,Sennheiser IE 300 (Final Audio Type E eartips),Sennheiser,IE 300,4.423784172661871,5.097105780551302,49.02894219448698,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser IE 40 PRO,Sennheiser,IE 40 Pro,2.8428776978417267,3.983788587612471,60.16211412387529,Buen tono – Musical equilibrado
Super Review,in-ear,Sennheiser IE 600 (Final Audio Type E eartips),Sennheiser,IE 600,2.79926618705036,3.56339033049735,64.3660966950265,Estilo Harman – Usuario general
Innerfidelity,in-ear,Sennheiser IE 800 (sample C),Sennheiser,IE 800,3.2653093525179853,4.668281322242386,53.31718677757614,Buen tono – Musical equilibrado
Super Review,in-ear,Sennheiser IE 900 (Final Audio Type E eartips),Sennheiser,IE 900,2.66746762589928,3.788533457077512,62.11466542922488,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser Momentum 2,Sennheiser,Momentum 2,2.996273381294964,3.600520206219607,63.99479793780393,Estilo Harman – Usuario general
Rtings,over-ear,Sennheiser Momentum 4 Wireless,Sennheiser,Momentum 4 Wireless,2.860086330935252,3.3606556828549152,66.39344317145085,Estilo Harman – Usuario general
oratory1990,in-ear,Sennheiser Momentum True Wireless 2,Sennheiser,Momentum True Wireless 2,3.3436258992805756,4.323432289580806,56.76567710419194,Buen tono – Musical equilibrado
DHRME,in-ear,Sennheiser Momentum True Wireless 3 (ANC off),Sennheiser,Momentum True Wireless 3,2.204906474820144,3.684476574209596,63.15523425790404,Estilo Harman – Usuario general
Innerfidelity,over-ear,"Sennheiser Momentum Wireless (wired, active)",Sennheiser,Momentum Wireless,6.059625899280575,6.98357143072637,30.1642856927363,Personalizado – Firma no neutra
oratory1990,over-ear,Sennheiser PC38X,Sennheiser,PC38X,2.730517985611511,3.906024105986388,60.939758940136116,Buen tono – Musical equilibrado
Innerfidelity,over-ear,"Sennheiser PXC 550 Wireless (wired, power on)",Sennheiser,PXC 550 Wireless,1.8756546762589927,2.516911776778505,74.83088223221495,Estilo Harman – Usuario general
oratory1990,over-ear,Shure AONIC 50,Shure,AONIC 50,3.1856834532374103,3.9077936699506637,60.92206330049336,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Shure SE215,Shure,SE215,2.6987338129496403,3.5696464569111224,64.30353543088879,Estilo Harman – Usuario general
Headphone.com Legacy,in-ear,Shure SE315,Shure,SE315,6.625309352517986,8.913631876929296,10.863681230707044,Alternativo
Innerfidelity,in-ear,Shure SE425,Shure,SE425,4.516345323741008,6.466719938468801,35.332800615311996,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Shure SE535,Shure,SE535,4.918446043165468,6.847865917634433,31.521340823655663,Personalizado – Firma no neutra
Innerfidelity,in-ear,Shure SE846 (white),Shure,SE846,2.583798561151079,4.385298985730004,56.14701014269996,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Shure SRH1540,Shure,SRH1540,2.551654676258993,3.2164111552201256,67.83588844779874,Estilo Harman – Usuario general
Auriculares Argentina,over-ear,Shure SRH1840,Shure,SRH1840,4.064302158273382,5.996850168417254,40.03149831582746,Personalizado – Firma no neutra
Rtings,over-ear,Shure SRH440,Shure,SRH440,2.5116258992805753,3.4970083823032625,65.02991617696738,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Shure SRH840,Shure,SRH840,3.026359712230216,3.9672058920514903,60.3279410794851,Buen tono – Musical equilibrado
Auriculares Argentina,over-ear,Skullcandy Crusher Wireless,Skullcandy,Crusher Wireless,7.2998705035971225,8.754351887970763,12.456481120292366,Alternativo
Super Review,in-ear,Sony IER-Z1R (Symbio eartips),Sony,IER-Z1R,2.236071942446043,3.3384369538698837,66.61563046130117,Estilo Harman – Usuario general
DHRME,in-ear,Sony LinkBuds S (ANC Off),Sony,LinkBuds S,2.493093525179856,3.6313701162045313,63.68629883795469,Estilo Harman – Usuario general
Innerfidelity,over-ear,"Sony MDR-1000X (wireless, ANC on)",Sony,MDR-1000X,3.5907625899280573,4.539449210718262,54.605507892817386,Buen tono – Musical equilibrado
Super Review,over-ear,Sony MDR-7506,Sony,MDR-7506,2.071424460431655,2.77094498594034,72.2905501405966,Estilo Harman – Usuario general
Innerfidelity,in-ear,Sony MDR-7550,Sony,MDR-7550,4.227697841726619,6.248091265373103,37.519087346268975,Personalizado – Firma no neutra
kr0mka,in-ear,Sony MDR-EX15LP (Moondrop KXXS),Sony,MDR-EX15LP,2.9565611510791365,3.928267544259247,60.71732455740753,Buen tono – Musical equilibrado
Super Review,over-ear,Sony MDR-MV1,Sony,MDR-MV1,2.8832661870503595,4.332630898610811,56.6736910138919,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sony MDR-V6,Sony,MDR-V6,3.613741007194245,5.1015245429058265,48.98475457094173,Buen tono – Musical equilibrado
oratory1990,over-ear,Sony MDR-Z1R,Sony,MDR-Z1R,2.09536690647482,2.8401311146145063,71.59868885385494,Estilo Harman – Usuario general
RikudouGoku,in-ear,Sony MH755,Sony,MH755,2.8986187050359713,3.8407175588562192,61.59282441143781,Buen tono – Musical equilibrado
Rtings,in-ear,Sony WF-1000XM3,Sony,WF-1000XM3,2.7554244604316547,4.085193900983538,59.14806099016462,Buen tono – Musical equilibrado
Super Review,in-ear,Sony WF-1000XM4 (ANC off),Sony,WF-1000XM4,3.482201438848921,5.10097498086353,48.9902501913647,Buen tono – Musical equilibrado
oratory1990,in-ear,Sony WF-1000XM5,Sony,WF-1000XM5,1.8496690647482015,2.3291355113466086,76.70864488653392,Estilo Harman – Usuario general
oratory1990,in-ear,Sony WF-C500,Sony,WF-C500,1.7679136690647483,2.3740950263720713,76.25904973627928,Estilo Harman – Usuario general
oratory1990,over-ear,Sony WH-1000XM3,Sony,WH-1000XM3,4.167323741007194,4.846821802246685,51.53178197753314,Buen tono – Musical equilibrado
oratory1990,over-ear,Sony WH-1000XM4,Sony,WH-1000XM4,3.4427050359712226,4.180081786401696,58.19918213598304,Buen tono – Musical equilibrado
Rtings,over-ear,Sony WH-1000XM5,Sony,WH-1000XM5,4.178992805755396,4.803749584641403,51.962504153585975,Buen tono – Musical equilibrado
DHRME,in-ear,SoundPeats Air4 Pro (ANC Off),SoundPeats,Air4 Pro,1.990863309352518,2.966844677115655,70.33155322884345,Estilo Harman – Usuario general
Regan Cipher,in-ear,SoundPeats Capsule 3 Pro,SoundPeats,Capsule 3 Pro,1.4084460431654677,2.2348253758250674,77.65174624174932,Estilo Harman – Usuario general
Kazi,in-ear,SoundPeats Engine 4,SoundPeats,Engine 4,2.7262302158273384,3.599298472814234,64.00701527185765,Estilo Harman – Usuario general
